College,Gender,Race,Year,demographics tooltip,Number of students
Engineering,Male,Unknown or Blank,2010,31 (0.1%) students,31
Engineering,Male,"Two or more, excluding Hispanic and Black or African American",2010,29 (0.1%) students,29
Engineering,Male,Non-resident Alien,2010,1165 (2.3%) students,1165
Engineering,Male,"Native Hawaiian or Other Pacific Islander, only",2010,No students match your selections or these data are privacy suppressed.,
Engineering,Male,Hispanic,2010,792 (1.6%) students,792
Engineering,Male,"Black or African American, two or more excluding Hispanic",2010,7 (0.0%) students,7
Engineering,Male,"Black or African American, only",2010,133 (0.3%) students,133
Engineering,Male,"Asian, only",2010,1061 (2.1%) students,1061
Engineering,Male,"American Indian or Alaska Native, only",2010,17 (0.0%) students,17
Engineering,Male,"White, only",2009,2879 (5.7%) students,2879
Engineering,Male,Unknown or Blank,2009,15 (0.0%) students,15
Engineering,Male,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Engineering,Male,Non-resident Alien,2009,1207 (2.4%) students,1207
Engineering,Male,"Native Hawaiian or Other Pacific Islander, only",2009,No students match your selections or these data are privacy suppressed.,
Engineering,Male,Hispanic,2009,724 (1.4%) students,724
Engineering,Male,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Engineering,Male,"Black or African American, only",2009,127 (0.2%) students,127
Engineering,Male,"Asian, only",2009,1081 (2.1%) students,1081
Engineering,Male,"American Indian or Alaska Native, only",2009,17 (0.0%) students,17
Engineering,Male,"White, only",2008,2750 (5.5%) students,2750
Engineering,Male,Unknown or Blank,2008,16 (0.0%) students,16
Engineering,Male,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Engineering,Male,Non-resident Alien,2008,1150 (2.3%) students,1150
Engineering,Male,"Native Hawaiian or Other Pacific Islander, only",2008,No students match your selections or these data are privacy suppressed.,
Engineering,Male,Hispanic,2008,659 (1.3%) students,659
Engineering,Male,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Engineering,Male,"Black or African American, only",2008,120 (0.2%) students,120
Engineering,Male,"Asian, only",2008,997 (2.0%) students,997
Engineering,Male,"American Indian or Alaska Native, only",2008,16 (0.0%) students,16
Fine Arts,Female,"White, only",2018,642 (1.2%) students,642
Fine Arts,Female,Unknown or Blank,2018,12 (0.0%) students,12
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2018,46 (0.1%) students,46
Fine Arts,Female,Non-resident Alien,2018,95 (0.2%) students,95
Fine Arts,Female,Hispanic,2018,261 (0.5%) students,261
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2018,12 (0.0%) students,12
Fine Arts,Female,"Black or African American, only",2018,70 (0.1%) students,70
Fine Arts,Female,"Asian, only",2018,116 (0.2%) students,116
Fine Arts,Female,"American Indian or Alaska Native, only",2018,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2017,588 (1.1%) students,588
Fine Arts,Female,Unknown or Blank,2017,14 (0.0%) students,14
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2017,42 (0.1%) students,42
Fine Arts,Female,Non-resident Alien,2017,107 (0.2%) students,107
Fine Arts,Female,Hispanic,2017,228 (0.4%) students,228
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2017,9 (0.0%) students,9
Fine Arts,Female,"Black or African American, only",2017,58 (0.1%) students,58
Fine Arts,Female,"Asian, only",2017,99 (0.2%) students,99
Fine Arts,Female,"American Indian or Alaska Native, only",2017,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2016,582 (1.1%) students,582
Fine Arts,Female,Unknown or Blank,2016,16 (0.0%) students,16
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2016,47 (0.1%) students,47
Fine Arts,Female,Non-resident Alien,2016,100 (0.2%) students,100
Fine Arts,Female,Hispanic,2016,229 (0.4%) students,229
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2016,9 (0.0%) students,9
Fine Arts,Female,"Black or African American, only",2016,49 (0.1%) students,49
Fine Arts,Female,"Asian, only",2016,76 (0.1%) students,76
Fine Arts,Female,"American Indian or Alaska Native, only",2016,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2015,607 (1.2%) students,607
Fine Arts,Female,Unknown or Blank,2015,17 (0.0%) students,17
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2015,47 (0.1%) students,47
Fine Arts,Female,Non-resident Alien,2015,98 (0.2%) students,98
Fine Arts,Female,Hispanic,2015,200 (0.4%) students,200
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2015,9 (0.0%) students,9
Fine Arts,Female,"Black or African American, only",2015,38 (0.1%) students,38
Fine Arts,Female,"Asian, only",2015,68 (0.1%) students,68
Fine Arts,Female,"American Indian or Alaska Native, only",2015,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2014,629 (1.2%) students,629
Fine Arts,Female,Unknown or Blank,2014,7 (0.0%) students,7
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2014,38 (0.1%) students,38
Fine Arts,Female,Non-resident Alien,2014,91 (0.2%) students,91
Fine Arts,Female,Hispanic,2014,199 (0.4%) students,199
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2014,6 (0.0%) students,6
Fine Arts,Female,"Black or African American, only",2014,30 (0.1%) students,30
Fine Arts,Female,"Asian, only",2014,64 (0.1%) students,64
Fine Arts,Female,"American Indian or Alaska Native, only",2014,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2013,685 (1.3%) students,685
Fine Arts,Female,Unknown or Blank,2013,8 (0.0%) students,8
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2013,36 (0.1%) students,36
Fine Arts,Female,Non-resident Alien,2013,88 (0.2%) students,88
Fine Arts,Female,Hispanic,2013,189 (0.4%) students,189
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2013,9 (0.0%) students,9
Fine Arts,Female,"Black or African American, only",2013,37 (0.1%) students,37
Fine Arts,Female,"Asian, only",2013,69 (0.1%) students,69
Fine Arts,Female,"American Indian or Alaska Native, only",2013,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2012,735 (1.4%) students,735
Fine Arts,Female,Unknown or Blank,2012,12 (0.0%) students,12
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2012,30 (0.1%) students,30
Fine Arts,Female,Non-resident Alien,2012,85 (0.2%) students,85
Fine Arts,Female,Hispanic,2012,194 (0.4%) students,194
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2012,9 (0.0%) students,9
Fine Arts,Female,"Black or African American, only",2012,45 (0.1%) students,45
Fine Arts,Female,"Asian, only",2012,90 (0.2%) students,90
Fine Arts,Female,"American Indian or Alaska Native, only",2012,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"White, only",2011,758 (1.5%) students,758
Fine Arts,Female,Unknown or Blank,2011,13 (0.0%) students,13
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2011,21 (0.0%) students,21
Fine Arts,Female,Non-resident Alien,2011,78 (0.2%) students,78
Fine Arts,Female,Hispanic,2011,166 (0.3%) students,166
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2011,8 (0.0%) students,8
Fine Arts,Female,"Black or African American, only",2011,34 (0.1%) students,34
Fine Arts,Female,"Asian, only",2011,78 (0.2%) students,78
Fine Arts,Female,"American Indian or Alaska Native, only",2011,5 (0.0%) students,5
Fine Arts,Female,"White, only",2010,713 (1.4%) students,713
Fine Arts,Female,Unknown or Blank,2010,12 (0.0%) students,12
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2010,11 (0.0%) students,11
Fine Arts,Female,Non-resident Alien,2010,69 (0.1%) students,69
Fine Arts,Female,Hispanic,2010,162 (0.3%) students,162
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2010,5 (0.0%) students,5
Fine Arts,Female,"Black or African American, only",2010,36 (0.1%) students,36
Fine Arts,Female,"Asian, only",2010,80 (0.2%) students,80
Fine Arts,Female,"American Indian or Alaska Native, only",2010,8 (0.0%) students,8
Fine Arts,Female,"White, only",2009,747 (1.5%) students,747
Fine Arts,Female,Unknown or Blank,2009,13 (0.0%) students,13
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,Non-resident Alien,2009,76 (0.1%) students,76
Fine Arts,Female,Hispanic,2009,162 (0.3%) students,162
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"Black or African American, only",2009,39 (0.1%) students,39
Fine Arts,Female,"Asian, only",2009,83 (0.2%) students,83
Fine Arts,Female,"American Indian or Alaska Native, only",2009,8 (0.0%) students,8
Fine Arts,Female,"White, only",2008,766 (1.5%) students,766
Fine Arts,Female,Unknown or Blank,2008,12 (0.0%) students,12
Fine Arts,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,Non-resident Alien,2008,81 (0.2%) students,81
Fine Arts,Female,Hispanic,2008,155 (0.3%) students,155
Fine Arts,Female,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Fine Arts,Female,"Black or African American, only",2008,31 (0.1%) students,31
Fine Arts,Female,"Asian, only",2008,76 (0.2%) students,76
Fine Arts,Female,"American Indian or Alaska Native, only",2008,7 (0.0%) students,7
Fine Arts,Male,"White, only",2018,369 (0.7%) students,369
Fine Arts,Male,Unknown or Blank,2018,7 (0.0%) students,7
Fine Arts,Male,"Two or more, excluding Hispanic and Black or African American",2018,25 (0.0%) students,25
Fine Arts,Male,Non-resident Alien,2018,62 (0.1%) students,62
Fine Arts,Male,Hispanic,2018,198 (0.4%) students,198
Fine Arts,Male,"Black or African American, two or more excluding Hispanic",2018,6 (0.0%) students,6
Fine Arts,Male,"Black or African American, only",2018,37 (0.1%) students,37
Fine Arts,Male,"Asian, only",2018,53 (0.1%) students,53
Fine Arts,Male,"White, only",2017,345 (0.7%) students,345
Fine Arts,Male,Unknown or Blank,2017,6 (0.0%) students,6
Fine Arts,Male,"Two or more, excluding Hispanic and Black or African American",2017,24 (0.0%) students,24
Fine Arts,Male,Non-resident Alien,2017,62 (0.1%) students,62
Fine Arts,Male,Hispanic,2017,175 (0.3%) students,175
Fine Arts,Male,"Black or African American, two or more excluding Hispanic",2017,7 (0.0%) students,7
