College,Gender,Race,Year,Number of students
Undergraduate Studies,Female,Non-resident Alien,2014,41
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2014,0
Undergraduate Studies,Female,Hispanic,2014,289
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2014,18
Undergraduate Studies,Female,"Black or African American, only",2014,70
Undergraduate Studies,Female,"Asian, only",2014,133
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2014,0
Undergraduate Studies,Female,"White, only",2013,516
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2013,26
Undergraduate Studies,Female,Non-resident Alien,2013,46
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2013,0
Undergraduate Studies,Female,Hispanic,2013,317
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2013,14
Undergraduate Studies,Female,"Black or African American, only",2013,78
Undergraduate Studies,Female,"Asian, only",2013,142
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2013,0
Undergraduate Studies,Female,"White, only",2012,488
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2012,29
Undergraduate Studies,Female,Non-resident Alien,2012,47
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2012,0
Undergraduate Studies,Female,Hispanic,2012,349
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2012,17
Undergraduate Studies,Female,"Black or African American, only",2012,79
Undergraduate Studies,Female,"Asian, only",2012,118
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2012,0
Undergraduate Studies,Female,"White, only",2011,442
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2011,20
Undergraduate Studies,Female,Non-resident Alien,2011,37
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2011,0
Undergraduate Studies,Female,Hispanic,2011,238
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2011,10
Undergraduate Studies,Female,"Black or African American, only",2011,49
Undergraduate Studies,Female,"Asian, only",2011,83
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2011,5
Undergraduate Studies,Female,"White, only",2010,393
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2010,20
Undergraduate Studies,Female,Non-resident Alien,2010,19
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2010,0
Undergraduate Studies,Female,Hispanic,2010,220
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2010,6
Undergraduate Studies,Female,"Black or African American, only",2010,48
Undergraduate Studies,Female,"Asian, only",2010,84
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2010,5
Undergraduate Studies,Female,"White, only",2009,205
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Undergraduate Studies,Female,Non-resident Alien,2009,12
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2009,0
Undergraduate Studies,Female,Hispanic,2009,107
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2009,0
Undergraduate Studies,Female,"Black or African American, only",2009,33
Undergraduate Studies,Female,"Asian, only",2009,39
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2009,0
Undergraduate Studies,Female,"White, only",2008,0
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Undergraduate Studies,Female,Non-resident Alien,2008,0
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2008,0
Undergraduate Studies,Female,Hispanic,2008,0
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2008,0
Undergraduate Studies,Female,"Black or African American, only",2008,0
Undergraduate Studies,Female,"Asian, only",2008,0
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2008,0
Undergraduate Studies,Male,"White, only",2018,195
Undergraduate Studies,Male,Unknown or Blank,2018,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2018,13
Undergraduate Studies,Male,Non-resident Alien,2018,23
Undergraduate Studies,Male,Hispanic,2018,190
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2018,5
Undergraduate Studies,Male,"Black or African American, only",2018,30
Undergraduate Studies,Male,"Asian, only",2018,98
Undergraduate Studies,Male,"White, only",2017,234
Undergraduate Studies,Male,Unknown or Blank,2017,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2017,14
Undergraduate Studies,Male,Non-resident Alien,2017,34
Undergraduate Studies,Male,Hispanic,2017,184
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2017,5
Undergraduate Studies,Male,"Black or African American, only",2017,40
Undergraduate Studies,Male,"Asian, only",2017,92
Undergraduate Studies,Male,"White, only",2016,279
Undergraduate Studies,Male,Unknown or Blank,2016,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2016,21
Undergraduate Studies,Male,Non-resident Alien,2016,27
Undergraduate Studies,Male,Hispanic,2016,205
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2016,6
Undergraduate Studies,Male,"Black or African American, only",2016,44
Undergraduate Studies,Male,"Asian, only",2016,125
Undergraduate Studies,Male,"White, only",2015,334
Undergraduate Studies,Male,Unknown or Blank,2015,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2015,22
Undergraduate Studies,Male,Non-resident Alien,2015,38
Undergraduate Studies,Male,Hispanic,2015,261
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2015,6
Undergraduate Studies,Male,"Black or African American, only",2015,41
Undergraduate Studies,Male,"Asian, only",2015,139
Undergraduate Studies,Male,"White, only",2014,410
Undergraduate Studies,Male,Unknown or Blank,2014,8
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2014,26
Undergraduate Studies,Male,Non-resident Alien,2014,47
Undergraduate Studies,Male,Hispanic,2014,273
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2014,6
Undergraduate Studies,Male,"Black or African American, only",2014,46
Undergraduate Studies,Male,"Asian, only",2014,131
Undergraduate Studies,Male,"White, only",2013,401
Undergraduate Studies,Male,Unknown or Blank,2013,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2013,24
Undergraduate Studies,Male,Non-resident Alien,2013,46
Undergraduate Studies,Male,Hispanic,2013,316
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2013,5
Undergraduate Studies,Male,"Black or African American, only",2013,58
Undergraduate Studies,Male,"Asian, only",2013,121
Undergraduate Studies,Male,"White, only",2012,412
Undergraduate Studies,Male,Unknown or Blank,2012,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2012,22
Undergraduate Studies,Male,Non-resident Alien,2012,55
Undergraduate Studies,Male,Hispanic,2012,297
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2012,7
Undergraduate Studies,Male,"Black or African American, only",2012,66
Undergraduate Studies,Male,"Asian, only",2012,114
Undergraduate Studies,Male,"White, only",2011,416
Undergraduate Studies,Male,Unknown or Blank,2011,5
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2011,26
Undergraduate Studies,Male,Non-resident Alien,2011,40
Undergraduate Studies,Male,Hispanic,2011,198
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2011,7
Undergraduate Studies,Male,"Black or African American, only",2011,67
Undergraduate Studies,Male,"Asian, only",2011,107
Undergraduate Studies,Male,"White, only",2010,375
Undergraduate Studies,Male,Unknown or Blank,2010,5
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2010,13
Undergraduate Studies,Male,Non-resident Alien,2010,31
Undergraduate Studies,Male,Hispanic,2010,182
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2010,0
Undergraduate Studies,Male,"Black or African American, only",2010,61
Undergraduate Studies,Male,"Asian, only",2010,100
Undergraduate Studies,Male,"White, only",2009,192
Undergraduate Studies,Male,Unknown or Blank,2009,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Undergraduate Studies,Male,Non-resident Alien,2009,12
Undergraduate Studies,Male,Hispanic,2009,80
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2009,0
Undergraduate Studies,Male,"Black or African American, only",2009,31
Undergraduate Studies,Male,"Asian, only",2009,52
Undergraduate Studies,Male,"White, only",2008,0
Undergraduate Studies,Male,Unknown or Blank,2008,0
Undergraduate Studies,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Undergraduate Studies,Male,Non-resident Alien,2008,0
Undergraduate Studies,Male,Hispanic,2008,0
Undergraduate Studies,Male,"Black or African American, two or more excluding Hispanic",2008,0
Undergraduate Studies,Male,"Black or African American, only",2008,0
Undergraduate Studies,Male,"Asian, only",2008,0
